scenario,profile,loss_pct,domain,status,measurement_status,profile,baseline_rtt_ms,baseline_ttfb_ms,pass_ttfb_ms,hybrid_ttfb_ms,fail_ttfb_ms,selected_ttfb_ms,pqc_ttfb_ms,extra_flights,degradation_pct,packet_loss_pct,hybrid_loss_threshold_pct,cbom_migration_risk,cbom_migration_reason,error
model-pass,pass,0.1,paytm.com,pass,pass,pass,13.61,37.4,35.48,70.26,87.7,35.48,35.48,0,-5.12,0.1,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,bookmyshow.com,pass,pass,pass,15.2,40.75,38.66,77.02,95.65,38.66,38.66,0,-5.12,0.1,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,uber.com,pass,pass,pass,17.61,45.83,43.48,87.26,107.7,43.48,43.48,0,-5.12,0.1,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,olacabs.com,fail,pass,pass,238.01,513.86,487.53,1030.17,1221.64,487.53,487.53,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,olaelectric.com,fail,pass,pass,238.85,515.65,489.23,1033.77,1225.9,489.23,489.23,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,irctc.co.in,fail,pass,pass,262.02,564.95,536.01,1133.08,1343.36,536.01,536.01,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,redbus.in,fail,pass,pass,186.42,404.08,383.38,809.04,960.09,383.38,383.38,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,cleartrip.com,hybrid,pass,pass,84.18,186.52,176.96,370.82,441.77,176.96,176.96,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,yatra.com,pass,pass,pass,13.16,36.45,34.58,68.35,85.45,34.58,34.58,0,-5.12,0.1,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,goibibo.com,pass,pass,pass,12.32,34.68,32.9,64.78,81.25,32.9,32.9,0,-5.12,0.1,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,makemytrip.com,pass,pass,pass,35.27,83.06,78.8,162.31,196.0,78.8,78.8,0,-5.12,0.1,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,zeptonow.com,pass,pass,pass,62.96,141.43,134.18,280.0,334.45,134.18,134.18,0,-5.12,0.1,0.2,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,blinkit.com,pass,pass,pass,15.09,40.52,38.44,76.55,95.1,38.44,38.44,0,-5.12,0.1,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,bigbasket.com,fail,pass,pass,248.63,536.46,508.98,1075.69,1275.48,508.98,508.98,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,swiggy.com,fail,pass,pass,197.27,427.17,405.28,855.55,1015.1,405.28,405.28,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,zomato.com,fail,pass,pass,177.05,384.14,364.46,768.88,912.59,364.46,364.46,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,nykaa.com,pass,pass,pass,14.34,38.93,36.94,73.36,91.35,36.94,36.94,0,-5.12,0.1,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,meesho.com,hybrid,pass,pass,81.36,180.51,171.26,358.73,427.47,171.26,171.26,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,ajio.com,fail,pass,pass,517.66,1108.96,1052.14,2228.81,2639.38,1052.14,1052.14,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,myntra.com,pass,pass,pass,19.44,49.69,47.14,95.04,116.85,47.14,47.14,0,-5.12,0.1,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,flipkart.com,fail,pass,pass,263.89,568.94,539.79,1141.09,1352.84,539.79,539.79,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-pass,pass,0.1,amazon.in,fail,pass,pass,140.54,306.45,290.75,612.39,727.49,290.75,290.75,0,-5.12,0.1,0.1,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,google.com,pass,pass,hybrid,1.26,26.68,25.31,46.53,85.31,46.53,46.53,2,74.42,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,kfc.co.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno 111] Connection refused
model-hybrid,hybrid,1.2,mcdonaldsindia.com,fail,pass,hybrid,221.57,529.78,502.64,1055.29,1335.58,1055.29,1055.29,2,99.19,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,pizzahut.co.in,pass,pass,hybrid,1.66,27.52,26.11,48.23,87.31,48.23,48.23,2,75.25,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,dominos.co.in,pass,pass,hybrid,1.04,26.21,24.87,45.6,84.21,45.6,45.6,2,73.96,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,cocacolaindia.com,fail,pass,hybrid,64.88,160.79,152.55,316.92,403.41,316.92,316.92,2,97.1,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,pepsicoindia.co.in,pass,pass,hybrid,13.64,52.77,50.07,99.15,147.21,99.15,99.15,2,87.88,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,mtrfoods.com,fail,pass,hybrid,217.46,520.09,493.44,1035.9,1311.08,1035.9,1035.9,2,99.18,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,haldirams.com,fail,pass,hybrid,226.31,540.95,513.24,1077.66,1363.83,1077.66,1077.66,2,99.21,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,parleproducts.com,pass,pass,hybrid,1.62,27.44,26.03,48.06,87.11,48.06,48.06,2,75.17,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,britannia.co.in,fail,pass,hybrid,226.68,541.83,514.07,1079.4,1366.03,1079.4,1079.4,2,99.21,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,amul.com,pass,pass,hybrid,2.1,28.45,26.99,50.1,89.51,50.1,50.1,2,76.11,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,nestle.in,pass,pass,hybrid,1.2,26.55,25.19,46.28,85.01,46.28,46.28,2,74.31,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,itcportal.com,pass,pass,hybrid,21.35,69.03,65.49,131.92,185.76,131.92,131.92,2,91.12,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,hindustanunilever.com,fail,pass,hybrid,90.83,221.53,210.18,438.51,556.36,438.51,438.51,2,97.95,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,dabur.com,fail,pass,hybrid,176.47,423.44,401.75,842.53,1066.78,842.53,842.53,2,98.97,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,patanjaliayurved.net,fail,pass,hybrid,237.33,566.94,537.89,1129.64,1429.51,1129.64,1129.64,2,99.25,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,muscleblaze.com,pass,pass,hybrid,1.58,27.35,25.95,47.89,86.91,47.89,47.89,2,75.09,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,myprotein.co.in,pass,pass,hybrid,8.91,42.8,40.61,79.05,123.56,79.05,79.05,2,84.68,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,decathlon.in,pass,pass,hybrid,1.99,28.22,26.77,49.64,88.96,49.64,49.64,2,75.93,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,underarmour.in,fail,pass,hybrid,225.82,539.8,512.14,1075.34,1360.91,1075.34,1075.34,2,99.21,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,asics.com,pass,pass,hybrid,0.9,25.92,24.59,45.0,83.51,45.0,45.0,2,73.63,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,reebok.in,fail,pass,hybrid,227.42,543.57,515.72,1082.89,1370.44,1082.89,1082.89,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,nike.com,pass,pass,hybrid,10.68,46.53,44.15,86.57,132.41,86.57,86.57,2,86.04,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,adidas.co.in,fail,pass,hybrid,153.7,369.76,350.82,735.11,931.07,735.11,735.11,2,98.81,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,puma.com,pass,pass,hybrid,1.75,27.71,26.29,48.62,87.76,48.62,48.62,2,75.46,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,ruosh.com,pass,pass,hybrid,2.01,28.26,26.81,49.72,89.06,49.72,49.72,2,75.95,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,metroshoes.com,pass,pass,hybrid,2.49,29.27,27.77,51.76,91.46,51.76,51.76,2,76.84,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bata.in,fail,pass,hybrid,152.22,366.27,347.5,728.12,922.25,728.12,728.12,2,98.8,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,casio-intl.com,pass,pass,hybrid,1.53,27.25,25.85,47.68,86.66,47.68,47.68,2,75.0,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,sonatawatches.in,pass,pass,hybrid,3.05,30.45,28.89,54.14,94.26,54.14,54.14,2,77.8,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,fastrack.in,pass,pass,hybrid,2.19,28.64,27.17,50.49,89.96,50.49,50.49,2,76.31,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,titan.co.in,pass,pass,hybrid,2.14,28.53,27.07,50.27,89.71,50.27,50.27,2,76.19,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,suzukimotorcycle.co.in,pass,pass,hybrid,2.67,29.65,28.13,52.53,92.36,52.53,52.53,2,77.17,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,yamahamotor-india.com,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno -2] Name or service not known
model-hybrid,hybrid,1.2,royalenfield.com,pass,pass,hybrid,2.16,28.57,27.11,50.36,89.81,50.36,50.36,2,76.24,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,tvsmotor.com,pass,pass,hybrid,2.32,28.91,27.43,51.04,90.61,51.04,51.04,2,76.54,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bajajauto.com,fail,pass,hybrid,218.5,522.54,495.77,1040.81,1317.28,1040.81,1040.81,2,99.18,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,heromotocorp.com,pass,pass,hybrid,1.32,26.8,25.43,46.79,85.61,46.79,46.79,2,74.57,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,renault.co.in,pass,pass,hybrid,0.82,25.75,24.43,44.66,83.11,44.66,44.66,2,73.44,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,volkswagen.co.in,pass,pass,hybrid,1.57,27.33,25.93,47.85,86.86,47.85,47.85,2,75.08,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,skoda-auto.co.in,fail,pass,hybrid,148.92,358.49,340.12,712.56,902.58,712.56,712.56,2,98.77,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,kiamotors.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno -2] Name or service not known
model-hybrid,hybrid,1.2,hondacarindia.com,pass,pass,hybrid,1.73,27.67,26.25,48.53,87.66,48.53,48.53,2,75.4,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,toyotabharat.com,fail,pass,hybrid,271.24,646.88,613.74,1289.62,1631.62,1289.62,1289.62,2,99.36,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,mahindra.com,pass,pass,hybrid,2.2,28.66,27.19,50.53,90.01,50.53,50.53,2,76.32,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,tatamotors.com,pass,pass,hybrid,0.56,25.2,23.91,43.56,81.81,43.56,43.56,2,72.85,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,hyundai.com,fail,pass,hybrid,159.43,383.27,363.63,762.14,965.22,762.14,762.14,2,98.85,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,marutisuzuki.com,pass,pass,hybrid,1.16,26.47,25.11,46.11,84.81,46.11,46.11,2,74.22,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,firebase.google.com,pass,pass,hybrid,1.48,27.14,25.75,47.47,86.41,47.47,47.47,2,74.9,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,netlify.com,pass,pass,hybrid,1.61,27.41,26.01,48.02,87.06,48.02,48.02,2,75.16,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,vercel.com,pass,pass,hybrid,0.95,26.02,24.69,45.22,83.76,45.22,45.22,2,73.77,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,heroku.com,pass,pass,hybrid,1.74,27.69,26.27,48.57,87.71,48.57,48.57,2,75.42,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,digitalocean.com,pass,pass,hybrid,2.57,29.44,27.93,52.1,91.86,52.1,52.1,2,76.98,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,namecheap.com,pass,pass,hybrid,21.12,68.54,65.03,130.94,184.61,130.94,130.94,2,91.04,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,crazydomains.in,pass,pass,hybrid,16.08,57.92,54.95,109.52,159.41,109.52,109.52,2,89.1,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bluehost.in,pass,pass,hybrid,2.27,28.81,27.33,50.83,90.36,50.83,50.83,2,76.46,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bigrock.in,pass,pass,hybrid,2.8,29.92,28.39,53.08,93.01,53.08,53.08,2,77.39,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,hostinger.in,pass,pass,hybrid,2.65,29.61,28.09,52.44,92.26,52.44,52.44,2,77.12,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,godaddy.com,pass,pass,hybrid,2.13,28.51,27.05,50.23,89.66,50.23,50.23,2,76.18,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,shopify.in,pass,pass,hybrid,2.17,28.6,27.13,50.4,89.86,50.4,50.4,2,76.25,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,wix.com,hybrid,pass,hybrid,31.04,89.45,84.87,173.1,234.21,173.1,173.1,2,93.51,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,wordpress.com,pass,pass,hybrid,10.7,46.58,44.19,86.65,132.51,86.65,86.65,2,86.04,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,cloud.google.com,pass,pass,hybrid,1.59,27.37,25.97,47.94,86.96,47.94,47.94,2,75.14,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,azure.microsoft.com,pass,pass,hybrid,1.7,27.6,26.19,48.4,87.51,48.4,48.4,2,75.34,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,aws.amazon.com,pass,pass,hybrid,10.2,45.52,43.19,84.53,130.01,84.53,84.53,2,85.69,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,stackoverflow.com,pass,pass,hybrid,11.3,47.84,45.39,89.2,135.51,89.2,89.2,2,86.45,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,github.com,hybrid,pass,hybrid,24.21,75.06,71.21,144.07,200.06,144.07,144.07,2,91.95,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,medium.com,pass,pass,hybrid,1.92,28.07,26.63,49.34,88.61,49.34,49.34,2,75.79,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,quora.com,fail,pass,hybrid,72.29,177.82,168.71,351.04,445.86,351.04,351.04,2,97.41,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,udemy.com,pass,pass,hybrid,2.74,29.8,28.27,52.82,92.71,52.82,52.82,2,77.27,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,coursera.org,pass,pass,hybrid,0.71,25.52,24.21,44.2,82.56,44.2,44.2,2,73.22,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,greatlearning.in,pass,pass,hybrid,0.53,25.14,23.85,43.43,81.66,43.43,43.43,2,72.77,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,simplilearn.com,pass,pass,hybrid,0.82,25.75,24.43,44.66,83.11,44.66,44.66,2,73.44,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,upgrad.com,pass,pass,hybrid,1.63,27.46,26.05,48.11,87.16,48.11,48.11,2,75.22,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,physicswallah.live,fail,pass,hybrid,211.23,505.4,479.51,1006.51,1273.95,1006.51,1006.51,2,99.15,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,toppr.com,pass,pass,hybrid,9.22,43.46,41.23,80.36,125.11,80.36,80.36,2,84.92,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,vedantu.com,pass,pass,hybrid,18.4,62.81,59.59,119.38,171.01,119.38,119.38,2,90.07,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,byjus.com,pass,pass,hybrid,9.78,44.64,42.35,82.74,127.91,82.74,82.74,2,85.36,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,unacademy.com,pass,pass,hybrid,0.56,25.2,23.91,43.56,81.81,43.56,43.56,2,72.85,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,instamojo.com,fail,pass,hybrid,236.92,565.97,536.97,1127.71,1427.07,1127.71,1127.71,2,99.25,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,pine-labs.com,pass,pass,hybrid,20.55,67.34,63.89,128.52,181.76,128.52,128.52,2,90.85,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,billdesk.com,fail,pass,hybrid,226.58,541.59,513.84,1078.93,1365.44,1078.93,1078.93,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,chargebee.com,fail,pass,hybrid,73.17,179.9,170.68,355.19,451.1,355.19,355.19,2,97.44,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,razorpay.com,pass,pass,hybrid,1.17,26.49,25.13,46.15,84.86,46.15,46.15,2,74.24,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,browserstack.com,fail,pass,hybrid,72.38,178.03,168.91,351.47,446.39,351.47,351.47,2,97.42,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,postman.com,pass,pass,hybrid,2.25,28.76,27.29,50.74,90.26,50.74,50.74,2,76.4,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,freshworks.com,pass,pass,hybrid,0.79,25.69,24.37,44.54,82.96,44.54,44.54,2,73.4,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,zoho.com,hybrid,pass,hybrid,26.8,80.52,76.39,155.08,213.01,155.08,155.08,2,92.61,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,cyient.com,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-hybrid,hybrid,1.2,hexaware.com,hybrid,pass,hybrid,36.85,101.7,96.49,197.79,263.26,197.79,197.79,2,94.48,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,mindtree.com,fail,pass,hybrid,214.95,514.17,487.83,1024.06,1296.12,1024.06,1024.06,2,99.17,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,mphasis.com,fail,pass,hybrid,209.94,502.36,476.62,1000.43,1266.26,1000.43,1000.43,2,99.15,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,ltimindtree.com,fail,pass,hybrid,227.08,542.77,514.96,1081.29,1368.42,1081.29,1081.29,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,techmahindra.com,pass,pass,hybrid,0.68,25.45,24.15,44.07,82.41,44.07,44.07,2,73.14,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,hcltech.com,fail,pass,hybrid,314.62,749.16,710.78,1494.27,1890.16,1494.27,1494.27,2,99.46,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,wipro.com,fail,pass,hybrid,72.54,178.41,169.27,352.22,447.35,352.22,352.22,2,97.42,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,infosys.com,pass,pass,hybrid,1.69,27.58,26.17,48.36,87.46,48.36,48.36,2,75.32,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,tcs.com,fail,pass,hybrid,217.2,519.47,492.86,1034.68,1309.53,1034.68,1034.68,2,99.18,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,nestaway.com,pass,pass,hybrid,1.11,26.36,25.01,45.9,84.56,45.9,45.9,2,74.12,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,propertywala.com,fail,pass,hybrid,216.55,517.95,491.41,1031.61,1305.66,1031.61,1031.61,2,99.17,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,realestateindia.com,pass,pass,hybrid,10.41,45.96,43.61,85.42,131.06,85.42,85.42,2,85.84,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,commonfloor.com,pass,pass,hybrid,2.14,28.53,27.07,50.27,89.71,50.27,50.27,2,76.19,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,proptiger.com,fail,pass,hybrid,225.62,539.32,511.69,1074.4,1359.72,1074.4,1074.4,2,99.21,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,makaan.com,fail,pass,hybrid,226.72,541.92,514.16,1079.59,1366.27,1079.59,1079.59,2,99.21,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,squareyards.com,pass,pass,hybrid,11.75,48.79,46.29,91.12,137.76,91.12,91.12,2,86.76,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,nobroker.in,pass,pass,hybrid,10.22,45.56,43.23,84.61,130.11,84.61,84.61,2,85.69,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,housing.com,pass,pass,hybrid,2.22,28.7,27.23,50.61,90.11,50.61,50.61,2,76.34,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,99acres.com,pass,pass,hybrid,21.48,69.3,65.75,132.47,186.41,132.47,132.47,2,91.15,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
